,Actor,PageLink
229,Ileana D'Cruz,/wiki/Ileana_D%27Cruz
230,Jacqueline Fernandez,/wiki/Jacqueline_Fernandez
231,Jayabharathi,/wiki/Jayabharathi
232,Jayachitra,/wiki/Jayachitra
233,Jayalalithaa,/wiki/Jayalalithaa
234,Jaya Bachchan,/wiki/Jaya_Bachchan
235,Jaya Prada,/wiki/Jaya_Prada
236,Jaya Re,/wiki/Jaya_Re
237,Jaya Seal,/wiki/Jaya_Seal
238,Jayasudha,/wiki/Jayasudha
239,Jayamala,/wiki/Jayamala
240,Jayamalini,/wiki/Jayamalini
241,Jennifer Kotwal,/wiki/Jennifer_Kotwal
242,Jharana Bajracharya,/wiki/Jharana_Bajracharya
243,Jiya Khan,/wiki/Jiya_Khan
244,Jugnu Ishiqui,/wiki/Jugnu_Ishiqui
245,Juhi Chawla,/wiki/Juhi_Chawla
246,Juhi Babbar,/wiki/Juhi_Babbar
247,Jyothika,/wiki/Jyothika
248,Kajal Aggarwal,/wiki/Kajal_Aggarwal
249,Kajal Kiran,/wiki/Kajal_Kiran
250,Kajjanbai,/wiki/Kajjanbai
251,Kajol,/wiki/Kajol
252,Kalki Koechlin,/wiki/Kalki_Koechlin
253,Kalpana (Kannada actress),/wiki/Kalpana_(Kannada_actress)
254,Kalpana (Hindi Film actress),/wiki/Kalpana_(Hindi_Film_actress)
255,Kalpana (Malayalam actress),/wiki/Kalpana_(Malayalam_actress)
256,Kalpana Iyer,/wiki/Kalpana_Iyer
257,Kalpana Kartik,/wiki/Kalpana_Kartik
258,Kamini Kaushal,/wiki/Kamini_Kaushal
259,Kamalinee Mukherjee,/wiki/Kamalinee_Mukherjee
260,Kamna Jethmalani,/wiki/Kamna_Jethmalani
261,Kanaka (actress),/wiki/Kanaka_(actress)
262,Kanakam,/wiki/Kanakam
263,Kanchana (actress),/wiki/Kanchana_(actress)
264,Kangana Ranaut,/wiki/Kangana_Ranaut
265,Kanika Subramaniam,/wiki/Kanika_Subramaniam
266,Kareena Kapoor,/wiki/Kareena_Kapoor
267,Karishma Kapoor,/wiki/Karishma_Kapoor
268,Karishma Tanna,/wiki/Karishma_Tanna
269,Karunya Ram,/wiki/Karunya_Ram
270,Karthika Mathew,/wiki/Karthika_Mathew
271,Karthika Nair,/wiki/Karthika_Nair
272,Katrina Kaif,/wiki/Katrina_Kaif
273,Kashmira Shah,/wiki/Kashmira_Shah
274,Kausalya (actress),/wiki/Kausalya_(actress)
275,Kaviyoor Ponnamma,/wiki/Kaviyoor_Ponnamma
276,Kavya Madhavan,/wiki/Kavya_Madhavan
277,Keerthi Reddy,/wiki/Keerthi_Reddy
278,Keerthi Suresh,/wiki/Keerthi_Suresh
279,Kiara Advani,/wiki/Kiara_Advani
280,Kimi Katkar,/wiki/Kimi_Katkar
281,Kimi Verma,/wiki/Kimi_Verma
282,Kim Sharma,/wiki/Kim_Sharma
283,Kiran Rathod,/wiki/Kiran_Rathod
284,Kirron Kher,/wiki/Kirron_Kher
285,Kirat Bhattal,/wiki/Kirat_Bhattal
286,Kiran Juneja,/wiki/Kiran_Juneja
287,Kitu Gidwani,/wiki/Kitu_Gidwani
288,Koel Mallick,/wiki/Koel_Mallick
289,Koel Purie,/wiki/Koel_Purie
290,Koena Mitra,/wiki/Koena_Mitra
291,Komal (actor),/wiki/Komal_(actor)
292,Komal Jha,/wiki/Komal_Jha
293,Konkona Sen Sharma,/wiki/Konkona_Sen_Sharma
294,K. R. Vijaya,/wiki/K._R._Vijaya
295,Krishna Kumari (actress),/wiki/Krishna_Kumari_(actress)
296,Kranti Redkar,/wiki/Kranti_Redkar
297,Kriti Kharbanda,/wiki/Kriti_Kharbanda
298,Kriti Sanon,/wiki/Kriti_Sanon
299,Kushboo,/wiki/Kushboo
300,Kumari (actress),/wiki/Kumari_(actress)
301,Kumkum (actress),/wiki/Kumkum_(actress)
302,Kuljeet Randhawa,/wiki/Kuljeet_Randhawa
303,Kulraj Randhawa,/wiki/Kulraj_Randhawa
304,Krystle D'Souza,/wiki/Krystle_D%27Souza
305,Kainaat Arora,/wiki/Kainaat_Arora
306,Kiara Advani,/wiki/Kiara_Advani
307,Kyra Dutt,/wiki/Kyra_Dutt
308,Laila Mehdin,/wiki/Laila_Mehdin
309,Lalita Pawar,/wiki/Lalita_Pawar
310,KPAC Lalitha,/wiki/KPAC_Lalitha
311,Travancore Sisters,/wiki/Travancore_Sisters
312,Lara Dutta,/wiki/Lara_Dutta
313,Lakshmi (actress),/wiki/Lakshmi_(actress)
314,Lakshmi Chandrashekar,/wiki/Lakshmi_Chandrashekar
315,Lakshmi Gopalaswamy,/wiki/Lakshmi_Gopalaswamy
316,Lakshmi Manchu,/wiki/Lakshmi_Manchu
317,Lakshmi Menon (actress),/wiki/Lakshmi_Menon_(actress)
318,Lakshmi Rai,/wiki/Lakshmi_Rai
319,Lauren Gottlieb,/wiki/Lauren_Gottlieb
320,Lavanya Tripathi,/wiki/Lavanya_Tripathi
321,Laya (actress),/wiki/Laya_(actress)
322,Leela Chitnis,/wiki/Leela_Chitnis
323,Leelavathi (actress),/wiki/Leelavathi_(actress)
324,Leena Chandavarkar,/wiki/Leena_Chandavarkar
325,Lekha Washington,/wiki/Lekha_Washington
326,Lena (actress),/wiki/Lena_(actress)
327,Leslie Tripathy,/wiki/Leslie_Tripathy
328,Lilette Dubey,/wiki/Lilette_Dubey
329,Lisa Ray,/wiki/Lisa_Ray
330,Lisa Haydon,/wiki/Lisa_Haydon
331,Madhavi (actress),/wiki/Madhavi_(actress)
332,Madhubala,/wiki/Madhubala
333,Madhumitha,/wiki/Madhumitha
334,Madhuri Dixit,/wiki/Madhuri_Dixit
335,Madhuri Itagi,/wiki/Madhuri_Itagi
336,Madhurima Tuli,/wiki/Madhurima_Tuli
337,Madhuurima,/wiki/Madhuurima
338,Madhu Shalini,/wiki/Madhu_Shalini
339,Madhura Naik,/wiki/Madhura_Naik
340,Madonna Sebastian,/wiki/Madonna_Sebastian
341,Mahasweta Ray,/wiki/Mahasweta_Ray
342,Mahalakshmi (Kannada actress),/wiki/Mahalakshmi_(Kannada_actress)
343,Mahi Gill,/wiki/Mahi_Gill
344,Mahika Sharma,/wiki/Mahika_Sharma
345,Mahima Chaudhry,/wiki/Mahima_Chaudhry
346,Mahira Khan,/wiki/Mahira_Khan
347,Mahua Roychoudhury,/wiki/Mahua_Roychoudhury
348,Mala Sinha,/wiki/Mala_Sinha
349,Malashri,/wiki/Malashri
350,Malavika (Tamil actress),/wiki/Malavika_(Tamil_actress)
351,Malaika Arora,/wiki/Malaika_Arora
352,Malavika Avinash,/wiki/Malavika_Avinash
353,"Malavika Nair (actress, born 1996)","/wiki/Malavika_Nair_(actress,_born_1996)"
354,"Malavika Nair (actress, born 1999)","/wiki/Malavika_Nair_(actress,_born_1999)"
355,Malavika Wales,/wiki/Malavika_Wales
356,Mallika Kapoor,/wiki/Mallika_Kapoor
357,Mallika Sherawat,/wiki/Mallika_Sherawat
358,Mamta Kulkarni,/wiki/Mamta_Kulkarni
359,Mamta Mohandas,/wiki/Mamta_Mohandas
360,Manasvi Mamgai,/wiki/Manasvi_Mamgai
361,Mandakini (actress),/wiki/Mandakini_(actress)
362,Mandira Bedi,/wiki/Mandira_Bedi
363,Manisha Koirala,/wiki/Manisha_Koirala
364,Manjari Phadnis,/wiki/Manjari_Phadnis
365,Manjima Mohan,/wiki/Manjima_Mohan
366,Manju Bhargavi,/wiki/Manju_Bhargavi
367,Manju Warrier,/wiki/Manju_Warrier
368,Manjula (Kannada actress),/wiki/Manjula_(Kannada_actress)
369,Manjula Vijayakumar,/wiki/Manjula_Vijayakumar
370,Manorama (Tamil actress),/wiki/Manorama_(Tamil_actress)
371,Mantra (Actress),/wiki/Mantra_(Actress)
372,Manya (actress),/wiki/Manya_(actress)
373,Mawra Hocane,/wiki/Mawra_Hocane
374,Mayuri Kango,/wiki/Mayuri_Kango
375,Meena Durairaj,/wiki/Meena_Durairaj
376,Meena Kumari,/wiki/Meena_Kumari
377,Meenakshi (actress),/wiki/Meenakshi_(actress)
378,Meenakshi (Malayalam actress),/wiki/Meenakshi_(Malayalam_actress)
379,Meenakshi Dixit,/wiki/Meenakshi_Dixit
380,Meenakshi Seshadri,/wiki/Meenakshi_Seshadri
381,Meera (actress),/wiki/Meera_(actress)
382,Meera Chopra,/wiki/Meera_Chopra
383,Meera Jasmine,/wiki/Meera_Jasmine
384,Meera Nandan,/wiki/Meera_Nandan
385,Meera Vasudevan,/wiki/Meera_Vasudevan
386,Megha Akash,/wiki/Megha_Akash
387,Meghna Naidu,/wiki/Meghna_Naidu
388,Meghana Raj,/wiki/Meghana_Raj
389,Merle Oberon,/wiki/Merle_Oberon
390,Minissha Lamba,/wiki/Minissha_Lamba
391,Mink Brar,/wiki/Mink_Brar
392,Mita Vashisht,/wiki/Mita_Vashisht
393,Mishti,/wiki/Mishti
394,Mithra Kurian,/wiki/Mithra_Kurian
395,Moloya Goswami,/wiki/Moloya_Goswami
396,Monalisa (actress),/wiki/Monalisa_(actress)
397,Mona Singh,/wiki/Mona_Singh
398,Monica (actress),/wiki/Monica_(actress)
399,Monica Bedi,/wiki/Monica_Bedi
400,Monisha Unni,/wiki/Monisha_Unni
401,Moon Moon Sen,/wiki/Moon_Moon_Sen
402,Mouni Roy,/wiki/Mouni_Roy
403,Moushumi Chatterji,/wiki/Moushumi_Chatterji
404,Mrinal Dev-Kulkarni,/wiki/Mrinal_Dev-Kulkarni
405,Mrunmayee Deshpande,/wiki/Mrunmayee_Deshpande
406,Mukta Barve,/wiki/Mukta_Barve
407,Mumaith Khan,/wiki/Mumaith_Khan
408,Mumtaj,/wiki/Mumtaj
409,Mumtaz Shanti,/wiki/Mumtaz_Shanti
410,Mumtaz (actress),/wiki/Mumtaz_(actress)
411,Mumtaz Sorcar,/wiki/Mumtaz_Sorcar
412,Mugdha Godse,/wiki/Mugdha_Godse
413,Munmun Dutta,/wiki/Munmun_Dutta
414,Mugdha Chaphekar,/wiki/Mugdha_Chaphekar
415,Mynavathi,/wiki/Mynavathi
416,Nadira (actress),/wiki/Nadira_(actress)
417,Nadiya Moidu,/wiki/Nadiya_Moidu
418,Nagma,/wiki/Nagma
419,Nalini (actress),/wiki/Nalini_(actress)
420,Nalini Jaywant,/wiki/Nalini_Jaywant
421,Namrata Shirodkar,/wiki/Namrata_Shirodkar
422,Namrata Thapa,/wiki/Namrata_Thapa
423,Namitha,/wiki/Namitha
424,Namitha Pramod,/wiki/Namitha_Pramod
425,Nanda (actress),/wiki/Nanda_(actress)
426,Nandana Sen,/wiki/Nandana_Sen
427,Nandita Chandra,/wiki/Nandita_Chandra
428,Nandita Swetha,/wiki/Nandita_Swetha
429,Nandita Das,/wiki/Nandita_Das
430,mw-redirect,Nargis
431,Nargis Fakhri,/wiki/Nargis_Fakhri
432,Natanya Singh,/wiki/Natanya_Singh
433,Anita Hassanandani Reddy,/wiki/Anita_Hassanandani_Reddy
434,Nathalia Kaur,/wiki/Nathalia_Kaur
435,Nauheed Cyrusi,/wiki/Nauheed_Cyrusi
436,Nausheen Sardar Ali,/wiki/Nausheen_Sardar_Ali
437,Navaneet Kaur,/wiki/Navaneet_Kaur
438,Navya Nair,/wiki/Navya_Nair
439,Nayanthara,/wiki/Nayanthara
440,Nazriya Nazim,/wiki/Nazriya_Nazim
441,Neelam Kothari,/wiki/Neelam_Kothari
442,Neelam Verma,/wiki/Neelam_Verma
443,Neelima Azeem,/wiki/Neelima_Azeem
444,Neena Gupta,/wiki/Neena_Gupta
445,Neena Kulkarni,/wiki/Neena_Kulkarni
446,Neha Bamb,/wiki/Neha_Bamb
447,Neha Dhupia,/wiki/Neha_Dhupia
448,Neha Khan,/wiki/Neha_Khan
449,Neha Oberoi,/wiki/Neha_Oberoi
450,Neha Sharma,/wiki/Neha_Sharma
451,Neeru Bajwa,/wiki/Neeru_Bajwa
452,Neethu (actress),/wiki/Neethu_(actress)
453,Neetu Chandra,/wiki/Neetu_Chandra
454,Neetu Singh,/wiki/Neetu_Singh
455,Nethra Raghuraman,/wiki/Nethra_Raghuraman
456,Nicolette Bird,/wiki/Nicolette_Bird
457,Nidhhi Agerwal,/wiki/Nidhhi_Agerwal
458,Nidhi Subbaiah,/wiki/Nidhi_Subbaiah
459,Niharika Singh,/wiki/Niharika_Singh
460,Nikesha Patel,/wiki/Nikesha_Patel
461,Niki Aneja Walia,/wiki/Niki_Aneja_Walia
462,Nikita Anand,/wiki/Nikita_Anand
463,Nikita Aria,/wiki/Nikita_Aria
464,Nikita Thukral,/wiki/Nikita_Thukral
465,Nikki Galrani,/wiki/Nikki_Galrani
466,Meera Chopra,/wiki/Meera_Chopra
467,Nimisha Sajayan,/wiki/Nimisha_Sajayan
468,Nimmi,/wiki/Nimmi
469,Nirmala Chennappa,/wiki/Nirmala_Chennappa
470,Nirupa Roy,/wiki/Nirupa_Roy
471,Nirmalamma,/wiki/Nirmalamma
472,Nirosha,/wiki/Nirosha
473,Nisha Agarwal,/wiki/Nisha_Agarwal
474,Nisha Kothari,/wiki/Nisha_Kothari
475,Nishi (actress),/wiki/Nishi_(actress)
476,Nithya Das,/wiki/Nithya_Das
477,Nithya Menen,/wiki/Nithya_Menen
478,Nivedita Jain,/wiki/Nivedita_Jain
479,Nivedita Joshi Saraf,/wiki/Nivedita_Joshi_Saraf
480,Noor Jehan,/wiki/Noor_Jehan
481,Nutan,/wiki/Nutan
482,Nimrat Kaur,/wiki/Nimrat_Kaur
483,Nyla Usha,/wiki/Nyla_Usha
484,Onjolee Nair,/wiki/Onjolee_Nair
485,Oviya Helen,/wiki/Oviya_Helen
486,Padmapriya,/wiki/Padmapriya
487,Padma Khanna,/wiki/Padma_Khanna
488,Padma Kumta,/wiki/Padma_Kumta
489,Padma Lakshmi,/wiki/Padma_Lakshmi
490,Padma Vasanthi,/wiki/Padma_Vasanthi
491,Padmini Kolhapure,/wiki/Padmini_Kolhapure
492,Padmini (actress),/wiki/Padmini_(actress)
493,Pallavi Joshi,/wiki/Pallavi_Joshi
494,Pallavi Kulkarni,/wiki/Pallavi_Kulkarni
495,Pallavi Subhash,/wiki/Pallavi_Subhash
496,Pallavi Sharda,/wiki/Pallavi_Sharda
497,Panchi Bora,/wiki/Panchi_Bora
498,Pandari Bai,/wiki/Pandari_Bai
499,Pakhi Tyrewala,/wiki/Pakhi_Tyrewala
500,Paoli Dam,/wiki/Paoli_Dam
501,Parineeti Chopra,/wiki/Parineeti_Chopra
502,Parminder Nagra,/wiki/Parminder_Nagra
503,Parul Chauhan,/wiki/Parul_Chauhan
504,Parul Gulati,/wiki/Parul_Gulati
505,Parul Yadav,/wiki/Parul_Yadav
506,Parvathy Jayaram,/wiki/Parvathy_Jayaram
507,Parvathy Nair,/wiki/Parvathy_Nair
508,Parvathy Omanakuttan,/wiki/Parvathy_Omanakuttan
509,Parvati Melton,/wiki/Parvati_Melton
510,Parvati Menon,/wiki/Parvati_Menon
511,Parveen Babi,/wiki/Parveen_Babi
512,Patience Cooper,/wiki/Patience_Cooper
513,Patralekha,/wiki/Patralekha
514,Payal Rohatgi,/wiki/Payal_Rohatgi
515,Payel Sarkar,/wiki/Payel_Sarkar
516,Payal Ghosh,/wiki/Payal_Ghosh
517,Perizaad Zorabian,/wiki/Perizaad_Zorabian
518,Pia Bajpai,/wiki/Pia_Bajpai
519,Pooja Batra,/wiki/Pooja_Batra
520,Pooja Bedi,/wiki/Pooja_Bedi
521,Pooja Bhatt,/wiki/Pooja_Bhatt
522,Pooja Gandhi,/wiki/Pooja_Gandhi
523,Pooja Hegde,/wiki/Pooja_Hegde
524,Pooja Kanwal,/wiki/Pooja_Kanwal
525,Pooja Umashankar,/wiki/Pooja_Umashankar
526,Poonam Bajwa,/wiki/Poonam_Bajwa
527,Poonam Jhawer,/wiki/Poonam_Jhawer
528,Poonam Dhillon,/wiki/Poonam_Dhillon
529,Poonam Kaur,/wiki/Poonam_Kaur
530,Poonam Pandey,/wiki/Poonam_Pandey
531,Prayaga Martin,/wiki/Prayaga_Martin
532,Prachi Desai,/wiki/Prachi_Desai
533,Pramila Joshai,/wiki/Pramila_Joshai
534,Pratibha Sinha,/wiki/Pratibha_Sinha
535,Pranitha Subhash,/wiki/Pranitha_Subhash
536,Preetha Vijayakumar,/wiki/Preetha_Vijayakumar
537,Preeti Jhangiani,/wiki/Preeti_Jhangiani
538,Preity Zinta,/wiki/Preity_Zinta
539,"Prema (actress, born 1977)","/wiki/Prema_(actress,_born_1977)"
540,Prema Narayan,/wiki/Prema_Narayan
541,Priti Sapru,/wiki/Priti_Sapru
542,Priya Anand,/wiki/Priya_Anand
543,Priya Bapat,/wiki/Priya_Bapat
544,Priya Gill,/wiki/Priya_Gill
545,Priya Lal,/wiki/Priya_Lal
546,Priya Raman,/wiki/Priya_Raman
547,Priya Rajvansh,/wiki/Priya_Rajvansh
548,Priya Wal,/wiki/Priya_Wal
549,Priyamani,/wiki/Priyamani
550,Priyanka Bassi,/wiki/Priyanka_Bassi
551,Priyanka Chopra,/wiki/Priyanka_Chopra
552,Priyanka Nair,/wiki/Priyanka_Nair
553,Priyanka Trivedi,/wiki/Priyanka_Trivedi
554,Preetika Rao,/wiki/Preetika_Rao
555,Raakhee,/wiki/Raakhee
556,Radhika Apte,/wiki/Radhika_Apte
557,Raadhika,/wiki/Raadhika
558,Rachana Narayanankutty,/wiki/Rachana_Narayanankutty
559,Rachna Banerjee,/wiki/Rachna_Banerjee
560,Radha (actress),/wiki/Radha_(actress)
561,Radha Saluja,/wiki/Radha_Saluja
562,Radhika Chaudhari,/wiki/Radhika_Chaudhari
563,Radhika Kumaraswamy,/wiki/Radhika_Kumaraswamy
564,Radhika Pandit,/wiki/Radhika_Pandit
565,mw-redirect,Ragini (actress)
566,Ragini Dwivedi,/wiki/Ragini_Dwivedi
567,Ragini Khanna,/wiki/Ragini_Khanna
568,Raima Sen,/wiki/Raima_Sen
569,Rajisha Vijayan,/wiki/Rajisha_Vijayan
570,Rajshree,/wiki/Rajshree
571,Rakhi Sawant,/wiki/Rakhi_Sawant
572,Rakul Preet Singh,/wiki/Rakul_Preet_Singh
573,Rakshita,/wiki/Rakshita
574,Raashi Khanna,/wiki/Raashi_Khanna
575,Rambha (actress),/wiki/Rambha_(actress)
576,Talluri Rameshwari,/wiki/Talluri_Rameshwari
577,Ranjeeta Kaur,/wiki/Ranjeeta_Kaur
578,Ranjitha,/wiki/Ranjitha
579,Rajani (actress),/wiki/Rajani_(actress)
580,Rani Mukerji,/wiki/Rani_Mukerji
581,Ramya,/wiki/Ramya
582,Ramya Barna,/wiki/Ramya_Barna
583,Ramya Krishnan,/wiki/Ramya_Krishnan
584,Ramya Sri,/wiki/Ramya_Sri
585,Ramya Nambeesan,/wiki/Ramya_Nambeesan
586,Rashi Khanna,/wiki/Rashi_Khanna
587,Rashmi Desai,/wiki/Rashmi_Desai
588,Rashmi Gautam,/wiki/Rashmi_Gautam
589,Rashmika Mandanna,/wiki/Rashmika_Mandanna
590,Ratan Rajput,/wiki/Ratan_Rajput
591,Rati Agnihotri,/wiki/Rati_Agnihotri
592,Rati Pandey,/wiki/Rati_Pandey
593,Ratna Pathak Shah,/wiki/Ratna_Pathak_Shah
594,Raveena Tandon,/wiki/Raveena_Tandon
595,Reena Roy,/wiki/Reena_Roy
596,Reema Lagoo,/wiki/Reema_Lagoo
597,Reema Sen,/wiki/Reema_Sen
598,Regina Cassandra,/wiki/Regina_Cassandra
599,Rekha,/wiki/Rekha
600,Rekha (South Indian actress),/wiki/Rekha_(South_Indian_actress)
601,Rekha Das,/wiki/Rekha_Das
602,Rekha Rana,/wiki/Rekha_Rana
603,Rekha Vedavyas,/wiki/Rekha_Vedavyas
604,Reenu Mathews,/wiki/Reenu_Mathews
605,Renuka Shahane,/wiki/Renuka_Shahane
606,Renuka Menon,/wiki/Renuka_Menon
607,Revathi,/wiki/Revathi
608,Rhea Chakraborty,/wiki/Rhea_Chakraborty
609,Richa Ahuja,/wiki/Richa_Ahuja
610,Richa Chaddha,/wiki/Richa_Chaddha
611,Richa Gangopadhyay,/wiki/Richa_Gangopadhyay
612,Richa Pallod,/wiki/Richa_Pallod
613,Richa Panai,/wiki/Richa_Panai
614,Richa Sharma (actress),/wiki/Richa_Sharma_(actress)
